measurementID,eventID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementMethod,measurementRemarks
P11E2_20181211_S13,P11E2_20181211,cation exchange capacity,16,cmol(+)kg-1,20181211,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P11E2_20181211_S15,P11E2_20181211,oxidizable organic matter,7.96,percentage,20181211,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P11E2_20181211_S16,P11E2_20181211,soil pH value,7.96,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P11E2_20181211_S18,P11E2_20181211,EEZ soil pH value,7.96,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P11E2_20181211_S17,P11E2_20181211,pH value,7.44,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P12R1_20181211_S03,P12R1_20181211,soil moisture,18.23308270676678,percentage,20181211,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P12R1_20181211_S04,P12R1_20181211,ammonium,0.507,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/20836
P12R1_20181211_S05,P12R1_20181211,nitrate content,1.092,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/30146
P12R1_20181211_S06,P12R1_20181211,iron,2.356,?,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P12R1_20181211_S07,P12R1_20181211,potassium,0.598,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P12R1_20181211_S08,P12R1_20181211,magnesium,0.735,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P12R1_20181211_S09,P12R1_20181211,sodium,0.045,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P12R1_20181211_S10,P12R1_20181211,nitrogen,0.35694,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P12R1_20181211_S11,P12R1_20181211,carbon,6.675,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P12R1_20181211_S12,P12R1_20181211,carbon to nitrogen ratio,18.700621953269458,ratio,20181211,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P12R1_20181211_S13,P12R1_20181211,cation exchange capacity,24,cmol(+)kg-1,20181211,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P12R1_20181211_S15,P12R1_20181211,oxidizable organic matter,8.24,percentage,20181211,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P12R1_20181211_S16,P12R1_20181211,soil pH value,7.9,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P12R1_20181211_S18,P12R1_20181211,EEZ soil pH value,7.9,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P12R1_20181211_S17,P12R1_20181211,pH value,7.23,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P12R2_20181211_S03,P12R2_20181211,soil moisture,19.390681003583886,percentage,20181211,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P12R2_20181211_S04,P12R2_20181211,ammonium,0.345,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/20836
P12R2_20181211_S05,P12R2_20181211,nitrate content,0.732,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/30146
P12R2_20181211_S06,P12R2_20181211,iron,2.005,?,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P12R2_20181211_S07,P12R2_20181211,potassium,0.423,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P12R2_20181211_S08,P12R2_20181211,magnesium,1.702,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P12R2_20181211_S09,P12R2_20181211,sodium,0.032,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P12R2_20181211_S10,P12R2_20181211,nitrogen,0.226145,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P12R2_20181211_S11,P12R2_20181211,carbon,8.075,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P12R2_20181211_S12,P12R2_20181211,carbon to nitrogen ratio,35.707179022308694,ratio,20181211,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P12R2_20181211_S13,P12R2_20181211,cation exchange capacity,20,cmol(+)kg-1,20181211,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P12R2_20181211_S15,P12R2_20181211,oxidizable organic matter,5.36,percentage,20181211,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P12R2_20181211_S16,P12R2_20181211,soil pH value,7.94,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P12R2_20181211_S18,P12R2_20181211,EEZ soil pH value,7.94,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P12R2_20181211_S17,P12R2_20181211,pH value,7.3,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P12R3_20181211_S03,P12R3_20181211,soil moisture,16.340885532356054,percentage,20181211,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P12R3_20181211_S04,P12R3_20181211,ammonium,0.743,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/20836
P12R3_20181211_S05,P12R3_20181211,nitrate content,1.303,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/30146
P12R3_20181211_S06,P12R3_20181211,iron,1.836,?,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P12R3_20181211_S07,P12R3_20181211,potassium,0.404,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P12R3_20181211_S08,P12R3_20181211,magnesium,0.627,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P12R3_20181211_S09,P12R3_20181211,sodium,0.029,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P12R3_20181211_S10,P12R3_20181211,nitrogen,0.36731,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P12R3_20181211_S11,P12R3_20181211,carbon,9.11,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P12R3_20181211_S12,P12R3_20181211,carbon to nitrogen ratio,24.801938417140832,ratio,20181211,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P12R3_20181211_S13,P12R3_20181211,cation exchange capacity,20,cmol(+)kg-1,20181211,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P12R3_20181211_S15,P12R3_20181211,oxidizable organic matter,8,percentage,20181211,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P12R3_20181211_S16,P12R3_20181211,soil pH value,7.9,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P12R3_20181211_S18,P12R3_20181211,EEZ soil pH value,7.9,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P12R3_20181211_S17,P12R3_20181211,pH value,7.3,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P12R4_20181211_S03,P12R4_20181211,soil moisture,12.541370326033064,percentage,20181211,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P12R4_20181211_S04,P12R4_20181211,ammonium,0.8,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/20836
P12R4_20181211_S05,P12R4_20181211,nitrate content,1.318,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/30146
P12R4_20181211_S06,P12R4_20181211,iron,1.566,?,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P12R4_20181211_S07,P12R4_20181211,potassium,0.21,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P12R4_20181211_S08,P12R4_20181211,magnesium,1.049,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P12R4_20181211_S09,P12R4_20181211,sodium,0.016,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P12R4_20181211_S10,P12R4_20181211,nitrogen,0.22092,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P12R4_20181211_S11,P12R4_20181211,carbon,9.865,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P12R4_20181211_S12,P12R4_20181211,carbon to nitrogen ratio,44.65417345645483,ratio,20181211,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P12R4_20181211_S13,P12R4_20181211,cation exchange capacity,17,cmol(+)kg-1,20181211,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P12R4_20181211_S15,P12R4_20181211,oxidizable organic matter,7.13,percentage,20181211,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P12R4_20181211_S16,P12R4_20181211,soil pH value,8.51,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P12R4_20181211_S18,P12R4_20181211,EEZ soil pH value,8.51,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P12R4_20181211_S17,P12R4_20181211,pH value,7.84,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P12E1_20181211_S03,P12E1_20181211,soil moisture,11.744990372959185,percentage,20181211,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P12E1_20181211_S04,P12E1_20181211,ammonium,0.519,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/20836
P12E1_20181211_S05,P12E1_20181211,nitrate content,0.548,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/30146
P12E1_20181211_S06,P12E1_20181211,iron,1.796,?,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P12E1_20181211_S07,P12E1_20181211,potassium,0.392,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P12E1_20181211_S08,P12E1_20181211,magnesium,0.991,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P12E1_20181211_S09,P12E1_20181211,sodium,0.03,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P12E1_20181211_S10,P12E1_20181211,nitrogen,0.156165,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P12E1_20181211_S11,P12E1_20181211,carbon,7.71,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P12E1_20181211_S12,P12E1_20181211,carbon to nitrogen ratio,49.370857746614156,ratio,20181211,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P12E1_20181211_S13,P12E1_20181211,cation exchange capacity,19,cmol(+)kg-1,20181211,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P12E1_20181211_S15,P12E1_20181211,oxidizable organic matter,4.7,percentage,20181211,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P12E1_20181211_S16,P12E1_20181211,soil pH value,8.02,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P12E1_20181211_S18,P12E1_20181211,EEZ soil pH value,8.02,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P12E1_20181211_S17,P12E1_20181211,pH value,7.54,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P12E2_20181211_S03,P12E2_20181211,soil moisture,14.397734698322651,percentage,20181211,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P12E2_20181211_S04,P12E2_20181211,ammonium,0.627,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/20836
P12E2_20181211_S05,P12E2_20181211,nitrate content,0.839,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/30146
P12E2_20181211_S06,P12E2_20181211,iron,1.499,?,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P12E2_20181211_S07,P12E2_20181211,potassium,0.223,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P12E2_20181211_S08,P12E2_20181211,magnesium,1.275,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P12E2_20181211_S09,P12E2_20181211,sodium,0.017,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P12E2_20181211_S10,P12E2_20181211,nitrogen,0.14853,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P12E2_20181211_S11,P12E2_20181211,carbon,8.425,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P12E2_20181211_S12,P12E2_20181211,carbon to nitrogen ratio,56.722547633474726,ratio,20181211,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P12E2_20181211_S13,P12E2_20181211,cation exchange capacity,18,cmol(+)kg-1,20181211,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P12E2_20181211_S15,P12E2_20181211,oxidizable organic matter,6.44,percentage,20181211,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P12E2_20181211_S16,P12E2_20181211,soil pH value,8.02,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P12E2_20181211_S18,P12E2_20181211,EEZ soil pH value,8.02,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P12E2_20181211_S17,P12E2_20181211,pH value,7.43,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P14R1_20181211_S03,P14R1_20181211,soil moisture,11.03706476974926,percentage,20181211,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P14R1_20181211_S04,P14R1_20181211,ammonium,0.496,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/20836
P14R1_20181211_S05,P14R1_20181211,nitrate content,0.791,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/30146
P14R1_20181211_S06,P14R1_20181211,iron,2.543,?,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P14R1_20181211_S07,P14R1_20181211,potassium,0.495,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P14R1_20181211_S08,P14R1_20181211,magnesium,1.653,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P14R1_20181211_S09,P14R1_20181211,sodium,0.054,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P14R1_20181211_S10,P14R1_20181211,nitrogen,0.182035,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P14R1_20181211_S11,P14R1_20181211,carbon,6.255,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P14R1_20181211_S12,P14R1_20181211,carbon to nitrogen ratio,34.361523882769795,ratio,20181211,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P14R1_20181211_S13,P14R1_20181211,cation exchange capacity,17,cmol(+)kg-1,20181211,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P14R1_20181211_S15,P14R1_20181211,oxidizable organic matter,5.12,percentage,20181211,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P14R1_20181211_S16,P14R1_20181211,soil pH value,8.06,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P14R1_20181211_S18,P14R1_20181211,EEZ soil pH value,8.06,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
P14R1_20181211_S17,P14R1_20181211,pH value,7.38,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
P14R2_20181211_S03,P14R2_20181211,soil moisture,13.817801984630506,percentage,20181211,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
P14R2_20181211_S04,P14R2_20181211,ammonium,0.667,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/20836
P14R2_20181211_S05,P14R2_20181211,nitrate content,1.467,percentage,20181211,Analysis of 2M KCl extracts by Bruan-Luebbe AA3 continuous flow autoanalyzer,https://vocabs.lter-europe.net/envthes/en/page/30146
P14R2_20181211_S06,P14R2_20181211,iron,2.145,?,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
P14R2_20181211_S07,P14R2_20181211,potassium,0.335,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
P14R2_20181211_S08,P14R2_20181211,magnesium,1.62,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
P14R2_20181211_S09,P14R2_20181211,sodium,0.018,percentage,20181211,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
P14R2_20181211_S10,P14R2_20181211,nitrogen,0.276875,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
P14R2_20181211_S11,P14R2_20181211,carbon,8.86,percentage,20181211,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
P14R2_20181211_S12,P14R2_20181211,carbon to nitrogen ratio,32,ratio,20181211,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
P14R2_20181211_S13,P14R2_20181211,cation exchange capacity,19,cmol(+)kg-1,20181211,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
P14R2_20181211_S15,P14R2_20181211,oxidizable organic matter,7.64,percentage,20181211,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
P14R2_20181211_S16,P14R2_20181211,soil pH value,7.83,pH units,20181211,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
