measurementID,eventID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementMethod,measurementRemarks
P04Q1_20181121_V04,P04Q1_20181121,maximum height,41.17,centimeters,20181121,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q2_20181121_V04,P14Q2_20181121,maximum height,38.34,centimeters,20181121,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q2_20190604_V04,P14Q2_20190604,maximum height,18.77,centimeters,20190604,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q2_20191218_V04,P14Q2_20191218,maximum height,9.29,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q2_20200519_V04,P14Q2_20200519,maximum height,13.17,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q2_20201117_V04,P14Q2_20201117,maximum height,19.43,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q2_20210519_V04,P14Q2_20210519,maximum height,15.11,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q3_20181121_V04,P14Q3_20181121,maximum height,22.53,centimeters,20181121,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q3_20190604_V04,P14Q3_20190604,maximum height,14.96,centimeters,20190604,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q3_20191218_V04,P14Q3_20191218,maximum height,9.17,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q3_20200519_V04,P14Q3_20200519,maximum height,22.3,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q3_20201117_V04,P14Q3_20201117,maximum height,32.94,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q3_20210519_V04,P14Q3_20210519,maximum height,13.12,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q4_20181121_V04,P14Q4_20181121,maximum height,58.46,centimeters,20181121,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q4_20190604_V04,P14Q4_20190604,maximum height,9.06,centimeters,20190604,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q4_20191218_V04,P14Q4_20191218,maximum height,22.24,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q4_20200519_V04,P14Q4_20200519,maximum height,35.34,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q4_20201117_V04,P14Q4_20201117,maximum height,24.99,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q4_20210519_V04,P14Q4_20210519,maximum height,29.16,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q5_20181121_V04,P14Q5_20181121,maximum height,22.68,centimeters,20181121,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q5_20190604_V04,P14Q5_20190604,maximum height,22.97,centimeters,20190604,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q5_20191218_V04,P14Q5_20191218,maximum height,9.91,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q5_20200519_V04,P14Q5_20200519,maximum height,23.66,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q5_20201117_V04,P14Q5_20201117,maximum height,16.97,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q5_20210519_V04,P14Q5_20210519,maximum height,24.85,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q6_20181121_V04,P14Q6_20181121,maximum height,140.23,centimeters,20181121,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q6_20190604_V04,P14Q6_20190604,maximum height,11.5,centimeters,20190604,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q6_20191218_V04,P14Q6_20191218,maximum height,21.21,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q6_20200519_V04,P14Q6_20200519,maximum height,24.8,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q6_20201117_V04,P14Q6_20201117,maximum height,25.61,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q6_20210519_V04,P14Q6_20210519,maximum height,26.07,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q7_20181121_V04,P14Q7_20181121,maximum height,38.82,centimeters,20181121,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q7_20190604_V04,P14Q7_20190604,maximum height,38.33,centimeters,20190604,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q7_20191218_V04,P14Q7_20191218,maximum height,30.95,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q7_20200519_V04,P14Q7_20200519,maximum height,24.98,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q7_20201117_V04,P14Q7_20201117,maximum height,38.81,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q7_20210519_V04,P14Q7_20210519,maximum height,26.09,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q8_20181121_V04,P14Q8_20181121,maximum height,89.09,centimeters,20181121,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q8_20190604_V04,P14Q8_20190604,maximum height,10.94,centimeters,20190604,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q8_20191218_V04,P14Q8_20191218,maximum height,28.48,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q8_20200519_V04,P14Q8_20200519,maximum height,34.03,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q8_20201117_V04,P14Q8_20201117,maximum height,40.94,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P14Q8_20210519_V04,P14Q8_20210519,maximum height,27.64,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q1_20190424_V04,PR15Q1_20190424,maximum height,58.83,centimeters,20190424,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q1_20191218_V04,PR15Q1_20191218,maximum height,32.12,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q1_20200519_V04,PR15Q1_20200519,maximum height,28.88,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q1_20201117_V04,PR15Q1_20201117,maximum height,48.39,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q1_20210519_V04,PR15Q1_20210519,maximum height,58.65,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q2_20190424_V04,PR15Q2_20190424,maximum height,105.08,centimeters,20190424,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q2_20191218_V04,PR15Q2_20191218,maximum height,39.58,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q2_20200519_V04,PR15Q2_20200519,maximum height,52.73,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q2_20201117_V04,PR15Q2_20201117,maximum height,54.33,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q2_20210519_V04,PR15Q2_20210519,maximum height,86.76,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q3_20190424_V04,PR15Q3_20190424,maximum height,35.84,centimeters,20190424,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q3_20191218_V04,PR15Q3_20191218,maximum height,9.01,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q3_20200519_V04,PR15Q3_20200519,maximum height,23.9,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q3_20201117_V04,PR15Q3_20201117,maximum height,12.92,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q3_20210519_V04,PR15Q3_20210519,maximum height,53.45,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q4_20190424_V04,PR15Q4_20190424,maximum height,13.55,centimeters,20190424,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q4_20191218_V04,PR15Q4_20191218,maximum height,6.22,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q4_20200519_V04,PR15Q4_20200519,maximum height,15.81,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q4_20201117_V04,PR15Q4_20201117,maximum height,17.55,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q4_20210519_V04,PR15Q4_20210519,maximum height,12.99,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q5_20190424_V04,PR15Q5_20190424,maximum height,18.32,centimeters,20190424,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q5_20191218_V04,PR15Q5_20191218,maximum height,3.93,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q5_20200519_V04,PR15Q5_20200519,maximum height,16.06,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q5_20201117_V04,PR15Q5_20201117,maximum height,19.13,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q5_20210519_V04,PR15Q5_20210519,maximum height,13.07,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q6_20190424_V04,PR15Q6_20190424,maximum height,75.29,centimeters,20190424,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q6_20191218_V04,PR15Q6_20191218,maximum height,9.49,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q6_20200519_V04,PR15Q6_20200519,maximum height,16.02,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q6_20201117_V04,PR15Q6_20201117,maximum height,20.71,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q6_20210519_V04,PR15Q6_20210519,maximum height,23.43,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q7_20190424_V04,PR15Q7_20190424,maximum height,34.63,centimeters,20190424,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q7_20191218_V04,PR15Q7_20191218,maximum height,2.54,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q7_20200519_V04,PR15Q7_20200519,maximum height,20.54,centimeters,20200519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q7_20201117_V04,PR15Q7_20201117,maximum height,7.46,centimeters,20201117,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q7_20210519_V04,PR15Q7_20210519,maximum height,14.68,centimeters,20210519,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q8_20190424_V04,PR15Q8_20190424,maximum height,76.62,centimeters,20190424,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
PR15Q8_20191218_V04,PR15Q8_20191218,maximum height,5.68,centimeters,20191218,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
